190101 overage surcharge  a101 -> 190205 class 3b a205 (frequency = 5688, performance = 20992.68)
190205 class 3b a205 -> days of rest - all spec.beh.kinderg.-reval. (frequency = 4969, performance = 8694.36)
190205 class 3b a205 -> acceptance laboratory research (frequency = 3056, performance = 16991.86)
days of rest - all spec.beh.kinderg.-reval. -> 190101 overage surcharge  a101 (frequency = 2440, performance = 71667.92)
platelet counting - electronically -> potassium potentiometric (frequency = 2431, performance = 0.98)
order tariff -> platelet counting - electronically (frequency = 2359, performance = 806.80)
leukocyte counting electronically -> order tariff (frequency = 2290, performance = 1.00)
potassium potentiometric -> sodium flame photometric (frequency = 1916, performance = 0.98)
hemoglobin photoelectric -> leukocyte counting electronically (frequency = 1590, performance = 327.01)
rhesusfactor d - centrifugeermethode - e -> screening antibodies for erythrocytes (frequency = 1526, performance = 1.00)
sgot - asat kinetisch -> sgpt - kinetisch tool (frequency = 1432, performance = 1.03)
sgpt - kinetisch tool -> sodium flame photometric (frequency = 1366, performance = 0.96)
days of rest - all spec.beh.kinderg.-reval. -> 190205 class 3b a205 (frequency = 1340, performance = 81240.61)
differential count automatically -> follow-up consultation on an outpatient basis (frequency = 1254, performance = 4823.96)
acceptance laboratory research -> creatinine (frequency = 1180, performance = 84350.47)
order tariff -> potassium potentiometric (frequency = 1180, performance = 1.01)
creatinine -> days of rest - all spec.beh.kinderg.-reval. (frequency = 1131, performance = 459.34)
albumin -> alkaline phosphatase -kinetic- (frequency = 1066, performance = 67597.18)
lactic acid dehydrogenase -ldh- kinetic -> leukocyte counting electronically (frequency = 1046, performance = 0.99)
administrative rate - first pol -> follow-up consultation on an outpatient basis (frequency = 1030, performance = 1399680.78)
creatinine -> differential count automatically (frequency = 1028, performance = 26979.82)
glucose -> hemoglobin photoelectric (frequency = 1028, performance = 0.99)
190021 clinical admission a002 -> 190101 overage surcharge  a101 (frequency = 1025, performance = 80752.55)
gammaglutamyltranspeptidase -> glucose (frequency = 961, performance = 1.01)
hemoglobin photoelectric -> lactic acid dehydrogenase -ldh- kinetic (frequency = 940, performance = 1.01)
leucocyte counting -electronic- urgent -> order tariff (frequency = 902, performance = 1.00)
alkaline phosphatase -kinetic- -> bilirubin - total (frequency = 900, performance = 28992.96)
acceptance laboratory research -> albumin (frequency = 892, performance = 70031.19)
bilirubin - total -> bilirubin -conjugated (frequency = 886, performance = 98.50)
follow-up consultation on an outpatient basis -> follow-up consultation on an outpatient basis (frequency = 886, performance = 8438432.05)
sodium flame photometric -> urea (frequency = 844, performance = 1.02)
days of rest - all spec.beh.kinderg.-reval. -> hemoglobin photoelectric (frequency = 836, performance = 104.33)
days of rest - all spec.beh.kinderg.-reval. -> differential count automatically (frequency = 802, performance = 1.01)
hemoglobin photoelectric - urgent -> leucocyte counting -electronic- urgent (frequency = 785, performance = 1.05)
acceptance laboratory research -> blood group abo and rhesus factor (frequency = 775, performance = 31327.74)
potassium potentiometric -> rhesusfactor d - centrifugeermethode - e (frequency = 772, performance = 0.98)
acceptance laboratory research -> administrative rate - first pol (frequency = 761, performance = 297916.17)
hematocrit using centrifuge -> hemoglobin photoelectric (frequency = 745, performance = 1.01)
calcium -> creatinine (frequency = 689, performance = 627.99)
hemoglobin photoelectric -> order tariff (frequency = 655, performance = 25327.42)
potassium potentiometric -> sgot - asat kinetisch (frequency = 641, performance = 0.97)
order tariff -> potassium flame photometric - pitch (frequency = 631, performance = 0.95)
screening antibodies for erythrocytes -> sgot - asat kinetisch (frequency = 625, performance = 1.02)
190021 clinical admission a002 -> 190205 class 3b a205 (frequency = 615, performance = 79235.29)
1st outpatient consultation -> acceptance laboratory research (frequency = 580, performance = 23090.51)
bilirubin -conjugated -> blood group abo and rhesus factor (frequency = 563, performance = 0.95)
acceptance laboratory research -> counting platelets - urgent (frequency = 556, performance = 44599.11)
creatinine -> crp c-reactive protein (frequency = 556, performance = 0.94)
sodium flame photometric -> 190101 overage surcharge  a101 (frequency = 551, performance = 71336.32)
counting platelets - urgent -> creatinine - spoed (frequency = 534, performance = 26212.01)
acceptance laboratory research -> bacteriological examination with culture -nie (frequency = 527, performance = 64104.03)
crp c-reactive protein -> days of rest - all spec.beh.kinderg.-reval. (frequency = 516, performance = 168.41)
administrative rate - first pol -> albumin (frequency = 513, performance = 44800.98)
days of rest - all spec.beh.kinderg.-reval. -> order tariff (frequency = 512, performance = 169.71)
order tariff -> rhesusfactor d - centrifugeermethode - e (frequency = 509, performance = 0.95)
follow-up consultation on an outpatient basis -> hemoglobin photoelectric - urgent (frequency = 496, performance = 1568.75)
potassium flame photometric - pitch -> sodium - flame photometric - pitch (frequency = 486, performance = 1.06)
follow-up consultation on an outpatient basis -> administrative rate - first pol (frequency = 484, performance = 16750353.38)
days of rest - all spec.beh.kinderg.-reval. -> acceptance laboratory research (frequency = 483, performance = 664545.22)
follow-up consultation on an outpatient basis -> hemoglobin photoelectric (frequency = 479, performance = 902.82)
acceptance laboratory research -> days of rest - all spec.beh.kinderg.-reval. (frequency = 463, performance = 2986.56)
ca-125 mbv half -> calcium (frequency = 462, performance = 1.03)
counting platelets - urgent -> creatinine (frequency = 424, performance = 16914.02)
190204 class 3a a204 -> days of rest - all spec.beh.kinderg.-reval. (frequency = 418, performance = 10955.42)
o2 saturation -> order tariff (frequency = 402, performance = 0.96)
magnesium  -aas -> order tariff (frequency = 391, performance = 0.97)
sodium flame photometric -> 190021 clinical admission a002 (frequency = 390, performance = 306601.17)
blood group abo and rhesus factor -> ca-125 mbv half (frequency = 385, performance = 1123.08)
sodium flame photometric -> squamous cell carcinoma mbv eia (frequency = 383, performance = 1.03)
acceptance laboratory research -> ca-125 mbv half (frequency = 381, performance = 311584.72)
thorax -> urea (frequency = 380, performance = 0.97)
days of rest - all spec.beh.kinderg.-reval. -> filtered erythrocyte concentrate (frequency = 375, performance = 922.45)
urea -> 190101 overage surcharge  a101 (frequency = 373, performance = 73180.47)
190101 overage surcharge  a101 -> 190204 class 3a a204 (frequency = 370, performance = 15412.29)
1st outpatient consultation -> administrative rate - first pol (frequency = 366, performance = 26440.08)
cea - tumormarker mbv meia -> creatinine (frequency = 354, performance = 0.92)
calcium -> cea - tumormarker mbv meia (frequency = 349, performance = 1.01)
crossmatch complete -three methods- -> days of rest - all spec.beh.kinderg.-reval. (frequency = 343, performance = 504.71)
creatinine -> gammaglutamyltranspeptidase (frequency = 321, performance = 0.93)
follow-up consultation on an outpatient basis -> gammaglutamyltranspeptidase (frequency = 317, performance = 1.02)
creatinine - spoed -> differential count automatically (frequency = 310, performance = 1115.80)
ca-125 mbv half -> creatinine (frequency = 297, performance = 54109.84)
sodium flame photometric -> 190205 class 3b a205 (frequency = 291, performance = 72138.74)
follow-up consultation on an outpatient basis -> acceptance laboratory research (frequency = 284, performance = 6266433.20)
sodium flame photometric -> thorax (frequency = 283, performance = 2138.02)
screening antibodies for erythrocytes -> 190101 overage surcharge  a101 (frequency = 282, performance = 69540.96)
blood group abo and rhesus factor -> calcium (frequency = 280, performance = 309.62)
order tariff -> 190101 overage surcharge  a101 (frequency = 279, performance = 68124.86)
microscopic examination - colored and un -> order tariff (frequency = 276, performance = 0.94)
follow-up consultation on an outpatient basis -> hematocrit using centrifuge (frequency = 274, performance = 5992.11)
days of rest - all spec.beh.kinderg.-reval. -> 190021 clinical admission a002 (frequency = 271, performance = 618507.73)
days of rest - all spec.beh.kinderg.-reval. -> follow-up consultation on an outpatient basis (frequency = 269, performance = 2320915.17)
methemoglobine - sulfhemoglobine elk -> o2 saturation (frequency = 265, performance = 0.97)
follow-up consultation on an outpatient basis -> telephone consultation (frequency = 257, performance = 3485247.61)
gammaglutamyltranspeptidase -> hemoglobin photoelectric (frequency = 255, performance = 1.00)
leukocyte counting electronically -> magnesium  -aas (frequency = 255, performance = 1.11)
order tariff -> phosphate (frequency = 254, performance = 0.96)
190035 day care a007 -> day care - all spec.beh.kind.-rev. (frequency = 244, performance = 31868.77)
urea -> 190205 class 3b a205 (frequency = 239, performance = 68672.36)
differential count automatically -> gammaglutamyltranspeptidase (frequency = 238, performance = 1.00)
telephone consultation -> acceptance laboratory research (frequency = 236, performance = 5545708.10)
current pH - pco2 - standard bicarbonate -> days of rest - all spec.beh.kinderg.-reval. (frequency = 230, performance = 0.98)
blood group abo and rhesus factor -> days of rest - all spec.beh.kinderg.-reval. (frequency = 228, performance = 5306.21)
telephone consultation -> follow-up consultation on an outpatient basis (frequency = 226, performance = 5001642.23)
acceptance laboratory research -> alkaline phosphatase -kinetic- (frequency = 225, performance = 182784.41)
days of rest - all spec.beh.kinderg.-reval. -> glucose (frequency = 225, performance = 0.96)
screening antibodies for erythrocytes -> sodium flame photometric (frequency = 225, performance = 1.06)
190205 class 3b a205 -> Diet no (frequency = 222, performance = 7783.95)
bacteriological examination with culture -nie -> days of rest - all spec.beh.kinderg.-reval. (frequency = 222, performance = 7395.44)
creatinine -> follow-up consultation on an outpatient basis (frequency = 216, performance = 33600.98)
differential count automatically -> hemoglobin photoelectric (frequency = 211, performance = 1229.37)
190204 class 3a a204 -> acceptance laboratory research (frequency = 208, performance = 9139.12)
urine examination - qualitative -> 190101 overage surcharge  a101 (frequency = 207, performance = 71362.17)
acceptance laboratory research -> bicarbonate (frequency = 206, performance = 2097.67)
differential count automatically -> hemoglobin photoelectric - urgent (frequency = 199, performance = 0.95)
follow-up consultation on an outpatient basis -> order tariff (frequency = 196, performance = 291821.35)
potassium potentiometric -> prothrombin time (frequency = 194, performance = 1.00)
glucose - rush -> hemoglobin photoelectric - urgent (frequency = 192, performance = 0.99)
squamous cell carcinoma mbv eia -> thorax (frequency = 186, performance = 1.06)
bilirubin -conjugated -> calcium (frequency = 184, performance = 1.11)
order tariff -> resistance determinations - 5 determinations (frequency = 182, performance = 1.05)
sodium flame photometric -> acceptance laboratory research (frequency = 182, performance = 1249942.68)
days of rest - all spec.beh.kinderg.-reval. -> gammaglutamyltranspeptidase (frequency = 178, performance = 1.06)
follow-up consultation on an outpatient basis -> 190021 clinical admission a002 (frequency = 177, performance = 1283307.80)
urea -> 190021 clinical admission a002 (frequency = 177, performance = 790761.49)
crossmatch complete -three methods- -> current pH - pco2 - standard bicarbonate (frequency = 173, performance = 1.03)
sodium flame photometric -> 190035 day care a007 (frequency = 172, performance = 311935.19)
teletherapy - megavolt photon irradiation -> treatment time - unit t3 - megavolt (frequency = 172, performance = 51237.77)
order tariff -> paclitaxel (frequency = 171, performance = 0.96)
creatinine -> crossmatch complete -three methods- (frequency = 169, performance = 9714.63)
phosphate -> platelet counting - electronically (frequency = 166, performance = 1.08)
day care - all spec.beh.kind.-rev. -> paclitaxel (frequency = 162, performance = 18133.48)
glucose -> hematocrit using centrifuge (frequency = 162, performance = 0.95)
telephone consultation -> telephone consultation (frequency = 159, performance = 2723501.53)
190035 day care a007 -> acceptance laboratory research (frequency = 155, performance = 62988.54)
blood group abo and rhesus factor -> creatinine (frequency = 152, performance = 5685.28)
days of rest - all spec.beh.kinderg.-reval. -> hepatitis B surface antigen confirmation (frequency = 150, performance = 0.97)
creatinine - spoed -> days of rest - all spec.beh.kinderg.-reval. (frequency = 146, performance = 592.82)
sediment -> urine examination - qualitative (frequency = 146, performance = 1.01)
calcium -> cephalin time - coagulation (frequency = 145, performance = 0.98)
sgot asat kinetic - speed -> sgpt alat kinetic - speed (frequency = 145, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval. -> 190204 class 3a a204 (frequency = 144, performance = 74398.81)
histological examination - major resection p -> immunopathological examination (frequency = 144, performance = 0.99)
blood group abo and rhesus factor -> blood group antigens other than abo-rhesu (frequency = 142, performance = 7910.87)
obstetrics-gynaec. short card cost-out -> order tariff (frequency = 141, performance = 1.09)
bicarbonate -> calcium (frequency = 140, performance = 1.01)
sgpt alat kinetic - speed -> sodium - flame photometric - pitch (frequency = 139, performance = 0.96)
blood group abo and rhesus factor -> crossmatch complete -three methods- (frequency = 137, performance = 1.08)
paclitaxel -> acceptance laboratory research (frequency = 137, performance = 1219057.60)
co-hb kwn. -> crossmatch complete -three methods- (frequency = 136, performance = 1.03)
cytological examination - ascites - -> days of rest - all spec.beh.kinderg.-reval. (frequency = 133, performance = 1300.14)
albumin -> calcium (frequency = 131, performance = 5277.17)
ct abdomen -> ct thorax (frequency = 130, performance = 344935.91)
screening antibodies for erythrocytes -> 190205 class 3b a205 (frequency = 128, performance = 69517.75)
order tariff -> telephone consultation (frequency = 127, performance = 1579007.75)
squamous cell carcinoma mbv eia -> urea (frequency = 125, performance = 1.09)
190205 class 3b a205 -> 1st consultation visit (frequency = 124, performance = 7664.96)
sodium - flame photometric - pitch -> urea - urgent (frequency = 124, performance = 1.14)
brachytherapie - interstitieel - intensi -> days of rest - all spec.beh.kinderg.-reval. (frequency = 123, performance = 703.41)
days of rest - all spec.beh.kinderg.-reval. -> hemoglobin photoelectric - urgent (frequency = 123, performance = 1.06)
differential count automatically -> hematocrit using centrifuge (frequency = 123, performance = 0.92)
190205 class 3b a205 -> IV - insertion (frequency = 122, performance = 2833.34)
leukocyte counting electronically -> obstetrics-gynaec. short card cost-out (frequency = 122, performance = 0.90)
days of rest - all spec.beh.kinderg.-reval. -> e.c.g.      - electrocardiography (frequency = 120, performance = 1.04)
Diet no -> acceptance laboratory research (frequency = 116, performance = 2235.21)
Diet no -> days of rest - all spec.beh.kinderg.-reval. (frequency = 115, performance = 3757.10)
cephalin time - coagulation -> creatinine (frequency = 115, performance = 0.90)
order tariff -> 190205 class 3b a205 (frequency = 115, performance = 78883.25)
sodium - flame photometric - pitch -> 190021 clinical admission a002 (frequency = 115, performance = 276471.89)
filtered erythrocyte concentrate -> order tariff (frequency = 113, performance = 0.96)
hemoglobin photoelectric -> histological examination - major resection p (frequency = 112, performance = 1.10)
telephone consultation -> administrative rate - first pol (frequency = 112, performance = 13020171.10)
bilirubin - total -> calcium (frequency = 111, performance = 1.07)
bilirubin -conjugated -> ca-125 mbv half (frequency = 109, performance = 0.94)
bicarbonate -> calcium - rush (frequency = 108, performance = 1.02)
days of rest - all spec.beh.kinderg.-reval. -> hematocrit using centrifuge (frequency = 107, performance = 1.07)
acceptance laboratory research -> albumin - rush (frequency = 106, performance = 4076.01)
creatinine -> day care - all spec.beh.kind.-rev. (frequency = 106, performance = 17117.89)
hemoglobin photoelectric - urgent -> heparinebepaling - kaoline - cefalinetij (frequency = 105, performance = 0.96)
urine examination - qualitative -> 190205 class 3b a205 (frequency = 105, performance = 64994.64)
blood group antigens other than abo-rhesu -> cde phenotyping (frequency = 103, performance = 0.93)
urea -> ct abdomen (frequency = 103, performance = 419395.94)
potassium flame photometric - pitch -> sgot asat kinetic - speed (frequency = 102, performance = 0.97)
abdominal overview -> acceptance laboratory research (frequency = 101, performance = 56460.38)
day care - all spec.beh.kind.-rev. -> differential count automatically (frequency = 101, performance = 2567.21)
days of rest - all spec.beh.kinderg.-reval. -> glucose - rush (frequency = 101, performance = 1.11)
190021 clinical admission a002 -> 190035 day care a007 (frequency = 100, performance = 63935.81)
190205 class 3b a205 -> abdominal overview (frequency = 100, performance = 2592.62)
day care - all spec.beh.kind.-rev. -> days of rest - all spec.beh.kinderg.-reval. (frequency = 100, performance = 0.93)
hepatitis B surface antigen confirmation -> order tariff (frequency = 100, performance = 0.99)
